ligand_number,enumeration,conformer_number,name,score,smiles,lowest_conformer
1117,0,0,1117:0:0,-5.60591,[H]c1oc(C(=O)N([H])c2c([H])c([H])c(-c3nc(-c4c([H])c([H])c5c(c4[H])C([H])([H])C(=O)N5[H])c([H])s3)c([H])c2[H])c([H])c1[H],True
1118,0,0,1118:0:0,-6.54176,[H]c1c([H])c(Cl)c(C([H])([H])[H])c(N([H])C(=O)C([H])([H])Sc2nnc3c4c([H])c(C([H])([H])[H])c([H])c([H])c4n([H])c3n2)c1[H],True
1120,0,0,1120:0:0,-7.93431,[H]c1c([H])c([H])c(N([H])C(=O)N([H])C(=O)C([H])([H])Sc2nc3c([H])c(Cl)c([H])c([H])c3s2)c(F)c1[H],True
1121,0,0,1121:0:0,-8.6633,[H]c1c([H])c(Cl)c([H])c(N([H])N([H])C(=O)c2c([H])c(-c3c(C([H])([H])[H])oc(C([H])([H])[H])c3[H])nc3onc(C([H])([H])[H])c23)c1[H],True
1125,0,0,1125:0:0,-5.08057,[H]c1nc2c(c([H])nn2C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(=O)N([H])c1nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])s1,True
1126,0,0,1126:0:0,-6.22035,[H]c1c([H])c([H])c2c(c1[H])n([H])c(=NC(=O)C([H])([H])c1c(C([H])([H])[H])c3c([H])c4c(C([H])([H])[H])c(C([H])([H])[H])oc4c([H])c3oc1=O)n2[H],True
1127,0,0,1127:0:0,-6.83432,[H]c1c([H])c([H])c(-n2nc(C(=O)N([H])N([H])c3c(Cl)c([H])c(Cl)c([H])c3Cl)c(C([H])([H])[H])n2)c([H])c1[H],True
1128,0,0,1128:0:0,-8.13111,[H]C(=C(C#N)C(=O)c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)c1c([H])c([O-])c(OC([H])([H])[H])c([H])c1Br,True
1129,0,0,1129:0:0,-8.26357,[H]C(C(=O)N([H])N([H])c1c(F)c(F)c(F)c(F)c1F)=C([H])c1c(Cl)nc2c([H])c([H])c([H])c([H])n12,True
1130,0,0,1130:0:0,-7.53793,[H]c1c([H])c(-n2nnnc2C([H])([H])N([H])C(=O)N([H])c2c([H])c([H])c(Cl)c(Cl)c2[H])c([H])c([H])c1Cl,True
1135,0,0,1135:0:0,-8.84061,[H]c1sc(N([H])C(=O)N([H])c2c([H])c([H])c(F)c([H])c2[H])nc1C([H])([H])C(=O)N1c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H],True
1137,0,0,1137:0:0,-7.97121,[H]c1c([H])c(Cl)c(SC([H])([H])C(=O)N([H])c2c([H])c([H])c3c(c2[H])N([H])C(=O)C([H])(C([H])([H])[H])O3)c([H])c1Cl,True
1140,0,0,1140:0:0,-8.73303,[H]c1c(Br)oc(-c2nc3c([H])c([H])c(Cl)c([H])n3c2N([H])c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)c1[H],True
1141,0,0,1141:0:0,-6.57691,[H]c1c([H])c(F)c(N([H])C(=O)N([H])c2c([H])c([H])c3nc(C([H])([H])[H])n(-c4c([H])c([H])c(Cl)c([H])c4[H])c(=O)c3c2[H])c([H])c1F,True
1144,0,0,1144:0:0,-8.78283,[H]c1c(C(=O)N2C([H])([H])c3c(n([H])c4c([H])c([H])c(Br)c([H])c34)C([H])([H])C2([H])[H])sc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c1[H],True
1149,0,0,1149:0:0,-7.09053,[H]c1c([H])c(-c2c([H])c(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])C(=O)N([H])c3c([H])c([H])c(Cl)c([H])c3Cl)nn2[H])c([H])c([H])c1F,True
1152,0,0,1152:0:0,-6.55884,[H]c1c([H])c(Br)c([H])c(N([H])C(=O)C([H])([H])Sc2nc3c([H])c(Br)c(C([H])([H])[H])nc3n2[H])c1[H],True
1153,0,0,1153:0:0,-5.74811,[H]c1c(Cl)sc(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])N(C(=O)c3oc4[n-]c(=O)c([H])c(C(F)(F)F)c4c3[H])C([H])([H])C2([H])[H])c1[H],True
1154,0,0,1154:0:0,-6.9642,[H]c1c([H])c(C(=O)OC([H])([H])[H])c([H])c(N([H])C(=O)N2C([H])(c3c([H])c([H])c(Cl)c([H])c3Cl)c3nc([H])n([H])c3C([H])([H])C2([H])[H])c1[H],True
1163,0,0,1163:0:0,-5.89899,[H]c1c([H])c(Cl)c(-c2nnc(SC([H])([H])c3c([H])c(Cl)c([H])c4c3OC([H])([H])OC4([H])[H])n2N([H])[H])c([H])c1Cl,True
1168,0,0,1168:0:0,-6.60508,[H]c1sc([H])c(C2([H])C(C(=O)N([H])c3noc(C([H])([H])[H])c3[H])=C(C([H])([H])[H])N(c3c([H])c([H])c(F)c([H])c3F)C(=S)N2[H])c1[H],True
1170,0,0,1170:0:0,-8.64881,[H]c1c([H])c([H])c(-c2nn3c(c2[H])N([H])C(=O)C([H])([H])C3([H])C(=O)N([H])c2c([H])c([H])c([H])c(Cl)c2Cl)c([H])c1[H],True
1171,0,0,1171:0:0,-8.0755,[H]c1c(C(=O)N([H])c2c([H])c(-c3nnc4n3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c([H])c2C([H])([H])[H])[n-]c(Cl)c1Cl,True
1172,0,0,1172:0:0,-4.48545,[H]c1c([H])c(N([H])C(=O)c2nn3c(c2[H])N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C3([H])C(F)(F)F)c(F)c([H])c1F,True
1174,0,0,1174:0:0,-7.25061,[H]c1nc2c(c([H])c1[H])N(C(=O)N([H])c1c([H])c([H])c(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c1[H])C([H])([H])C([H])([H])S2,True
1177,0,0,1177:0:0,-6.52986,[H]C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])(c2nc3c([H])c([H])c([H])c([H])c3n2[H])C1([H])[H])=C([H])c1c(C([H])([H])[H])nc2sc(C([H])([H])[H])c([H])n12,True
1180,0,0,1180:0:0,-5.66598,[H]c1c([H])c(C([H])([H])[H])c(N([H])C(=O)c2oc3c([H])c([H])c(Br)c([H])c3c2C([H])([H])[H])c([H])c1C(=O)N([H])C([H])([H])[H],True
1181,0,0,1181:0:0,-6.58305,[H]c1c([H])c(Cl)c2c(SC([H])([H])C(=O)N([H])c3nc4c(s3)C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c([H])c([H])c2c1[H],True
1182,0,0,1182:0:0,-7.3152,[H]c1c([H])c(-n2nnnc2C([H])([H])N([H])C(=O)N([H])c2c([H])c([H])c(Cl)c(Cl)c2[H])c([H])c(F)c1F,True
1184,1,0,1184:1:0,-5.79049,[H]C(=C1N2C(=NC([H])([H])C([H])([H])C2([H])[H])SC1([H])[H])N([H])C(=O)c1c([H])c(-c2sc([H])c([H])c2[H])nc2c([H])c([H])c([H])c([H])c12,True
1185,0,0,1185:0:0,-7.59292,[H]c1c([H])c([H])c2c(c1[H])c1c(n2[H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])Sc2nc3c([H])c(F)c(F)c([H])c3n2[H])C1([H])[H],True
1186,0,0,1186:0:0,-7.54498,[H]c1c(Br)oc(C(=O)N([H])c2c([H])c([H])c3c(c2[H])C(=O)N([H])c2c([H])c([H])c([H])c([H])c2O3)c1[H],True
1188,1,0,1188:1:0,-6.66375,[H]C(=C1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H])N([H])n1c(C([H])([H])[H])nc2c3c([H])c(Br)c([H])c([H])c3n([H])c2c1=O,True
1190,0,0,1190:0:0,-7.27059,[H]c1oc(-c2nc(C([H])([H])N3C([H])([H])C([H])([H])N(C(=O)N([H])c4c([H])c([H])c([H])c(Cl)c4[H])C([H])([H])C3([H])[H])sc2[H])c([H])c1[H],True
1191,0,0,1191:0:0,-7.90737,[H]c1nc2c(nc(SC([H])([H])C(=O)N([H])c3c(C([H])([H])[H])c([H])c([H])c([H])c3C([H])([H])[H])n2[H])c(C([H])([H])[H])c1Br,True
1192,0,0,1192:0:0,-7.85444,[H]c1c([H])c(N([H])C(=O)N([H])c2c(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c3c(c2[H])n(C([H])([H])[H])c(=O)n3C([H])([H])[H])c([H])c([H])c1F,True
1193,0,0,1193:0:0,-6.4333,[H]c1c(Cl)c([H])c2nc(C3([H])C([H])([H])C([H])([H])N(C([H])([H])c4nnnn4C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])n([H])c2c1[H],True
1196,0,0,1196:0:0,-8.07938,[H]c1c([H])c(-n2nc3c(c2N([H])C(=O)C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[H])C([H])([H])SC3([H])[H])c([H])c([H])c1F,True
1197,0,0,1197:0:0,-6.94623,[H]c1c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c(N([H])C(=O)c2sc3c(c(C([H])([H])[H])nn3C([H])([H])[H])c2[H])c([H])c1Cl,True
1198,0,0,1198:0:0,-5.63817,[H]c1c([H])c([H])c(C2([H])N(C(=O)C([H])([H])Sc3nnc(N([H])[H])s3)c3c([H])c([H])c([H])c([H])c3SC2([H])[H])c([H])c1[H],True
